"hgnc_symbol","ensembl_peptide_id"
"DTNA","ENSP00000468631"
"DTNA","ENSP00000473119"
"DTNA","ENSP00000405819"
"DTNA","ENSP00000506659"
"DTNA","ENSP00000504909"
"DTNA","ENSP00000382064"
"DTNA","ENSP00000470247"
"DTNA","ENSP00000507080"
"DTNA","ENSP00000269192"
"DTNA","ENSP00000506763"
"DTNA","ENSP00000508278"
"DTNA","ENSP00000505120"
"DTNA","ENSP00000467720"
"DTNA","ENSP00000471783"
"DTNA","ENSP00000452255"
"DTNA","ENSP00000470934"
"DTNA","ENSP00000506345"
"DTNA","ENSP00000507423"
"DTNA","ENSP00000506633"
"BTBD7","ENSP00000478856"
"BTBD7","ENSP00000479193"
"BTBD7","ENSP00000486274"
"BTBD7","ENSP00000486038"
"BTBD7","ENSP00000481899"
"BTBD7","ENSP00000486521"
"BTBD7","ENSP00000486412"
"ABCC4","ENSP00000494609"
"ABCC4","ENSP00000493861"
"ABCC4","ENSP00000495513"
"ABCC4","ENSP00000494751"
"ABCC4","ENSP00000442024"
"ABCC4","ENSP00000494938"
"ABCC4","ENSP00000487081"
"ABCC4","ENSP00000493766"
"ABCC4","ENSP00000494431"
"APBA2","ENSP00000488632"
"APBA2","ENSP00000488322"
"APBA2","ENSP00000483174"
"APBA2","ENSP00000488107"
"APBA2","ENSP00000480384"
"APBA2","ENSP00000488620"
"APBA2","ENSP00000488031"
"APBA2","ENSP00000487880"
"CWH43","ENSP00000226432"
"CWH43","ENSP00000425157"
"CWH43","ENSP00000422802"
"CAPN14","ENSP00000381805"
"CAPN14","ENSP00000385247"
"CTDSP2","ENSP00000381148"
"CTDSP2","ENSP00000447046"
"CTDSP2","ENSP00000448386"
"CTDSP2","ENSP00000446705"
"CTDSP2","ENSP00000448951"
"CTDSP2","ENSP00000448299"
"CRTC1","ENSP00000323332"
"CRTC1","ENSP00000345001"
"CRTC1","ENSP00000468893"
"CRTC1","ENSP00000469285"
"AJAP1","ENSP00000367432"
"AJAP1","ENSP00000367433"
"ADCK1","ENSP00000238561"
"ADCK1","ENSP00000451271"
"ADCK1","ENSP00000377256"
"ADCK1","ENSP00000451549"
"ADCK1","ENSP00000339663"
"DYNLRB2","ENSP00000455791"
"DYNLRB2","ENSP00000302936"
"DYNLRB2","ENSP00000454846"
"DYNLRB2","ENSP00000342009"
"DYNLRB2","ENSP00000455216"
"ADGRG5","ENSP00000290823"
"ADGRG5","ENSP00000482481"
"ADGRG5","ENSP00000342981"
"CHRFAM7A","ENSP00000478921"
"CHRFAM7A","ENSP00000482305"
"CHRFAM7A","ENSP00000480968"
"ASB2","ENSP00000480388"
"ASB2","ENSP00000487399"
"ASB2","ENSP00000486398"
"ASB2","ENSP00000487497"
"ASB2","ENSP00000486208"
"ASB2","ENSP00000487105"
"CLDN10","ENSP00000366069"
"CLDN10","ENSP00000299339"
"CLDN10","ENSP00000366051"
"ABHD12B","ENSP00000336693"
"ABHD12B","ENSP00000343951"
"ABHD12B","ENSP00000371460"
"ABHD12B","ENSP00000450643"
"DZIP1","ENSP00000355175"
"DZIP1","ENSP00000366025"
"DZIP1","ENSP00000257312"
"DZIP1","ENSP00000355018"
"DZIP1","ENSP00000431168"
"EPHA2","ENSP00000351209"
"EFEMP1","ENSP00000378058"
"EFEMP1","ENSP00000489578"
"EFEMP1","ENSP00000347596"
"EFEMP1","ENSP00000489183"
"EFEMP1","ENSP00000392055"
"EFEMP1","ENSP00000408195"
"EFEMP1","ENSP00000398345"
"EFEMP1","ENSP00000389319"
"EFEMP1","ENSP00000399480"
"EFEMP1","ENSP00000405686"
"EFEMP1","ENSP00000398387"
"ADAMTSL3","ENSP00000286744"
"ADAMTSL3","ENSP00000456313"
"DLST","ENSP00000451210"
"DLST","ENSP00000452417"
"DLST","ENSP00000451670"
"DLST","ENSP00000238671"
"DLST","ENSP00000335304"
"DLST","ENSP00000452422"
"DLST","ENSP00000487251"
"DLST","ENSP00000451957"
"DLST","ENSP00000451425"
"COX8C","ENSP00000480706"
"ARHGEF19","ENSP00000270747"
"ARHGEF19","ENSP00000391145"
"ARHGEF19","ENSP00000414370"
"CORO7-PAM16","ENSP00000480927"
"CORO7-PAM16","ENSP00000488813"
"CHD6","ENSP00000362330"
"CHD6","ENSP00000404637"
"CHD6","ENSP00000362319"
"CHD6","ENSP00000392503"
"CHGA","ENSP00000478198"
"CHGA","ENSP00000486340"
"CHGA","ENSP00000486710"
"DDX24","ENSP00000482106"
"DDX24","ENSP00000486353"
"DDX24","ENSP00000480033"
"DDX24","ENSP00000484301"
"DDX24","ENSP00000492000"
"DDX24","ENSP00000478630"
"CX3CL1","ENSP00000006053"
"CX3CL1","ENSP00000456830"
"CX3CL1","ENSP00000457996"
"CX3CL1","ENSP00000464114"
"CFDP1","ENSP00000283882"
"CFDP1","ENSP00000481200"
"CFDP1","ENSP00000462862"
"CFDP1","ENSP00000455564"
"AIFM1","ENSP00000502606"
"AIFM1","ENSP00000502184"
"AIFM1","ENSP00000501985"
"AIFM1","ENSP00000501950"
"AIFM1","ENSP00000431222"
"AIFM1","ENSP00000446113"
"AIFM1","ENSP00000435955"
"AIFM1","ENSP00000316320"
"AIFM1","ENSP00000502721"
"AIFM1","ENSP00000501880"
"AIFM1","ENSP00000501772"
"AIFM1","ENSP00000287295"
"AIFM1","ENSP00000402535"
"AIFM1","ENSP00000502068"
"AIFM1","ENSP00000502124"
"AIFM1","ENSP00000502669"
"AIFM1","ENSP00000315122"
"AIFM1","ENSP00000501907"
"AIFM1","ENSP00000502183"
"AIFM1","ENSP00000501693"
"AIFM1","ENSP00000501724"
"AIFM1","ENSP00000502764"
"AIFM1","ENSP00000501890"
"AIFM1","ENSP00000502690"
"AIFM1","ENSP00000432998"
"CYP4F3","ENSP00000466395"
"CYP4F3","ENSP00000466988"
"CYP4F3","ENSP00000221307"
"CYP4F3","ENSP00000465394"
"CYP4F3","ENSP00000468105"
"CYP4F3","ENSP00000476546"
"ADGRG6","ENSP00000230173"
"ADGRG6","ENSP00000356580"
"ADGRG6","ENSP00000296932"
"ADGRG6","ENSP00000356581"
"ADGRG6","ENSP00000446287"
"ADGRG6","ENSP00000438366"
"ADGRG6","ENSP00000444123"
"ADGRG6","ENSP00000439371"
"AP1B1","ENSP00000350199"
"AP1B1","ENSP00000400065"
"AP1B1","ENSP00000384194"
"AP1B1","ENSP00000319361"
"AP1B1","ENSP00000400022"
"AP1B1","ENSP00000392735"
"EHD3","ENSP00000327116"
"CHRNA7","ENSP00000405989"
"EIF2B2","ENSP00000266126"
"EIF2B2","ENSP00000452311"
"EIF2B2","ENSP00000451681"
"EIF2B2","ENSP00000452582"
"CCNA1","ENSP00000486482"
"CCNA1","ENSP00000400666"
"CCNA1","ENSP00000255465"
"CCNA1","ENSP00000486017"
"CCR7","ENSP00000246657"
"CCR7","ENSP00000462631"
"CCR7","ENSP00000463075"
"ANXA13","ENSP00000262219"
"ANXA13","ENSP00000390809"
"ANXA13","ENSP00000429358"
"ADAMTS18","ENSP00000454368"
"ADAMTS18","ENSP00000282849"
"ADAMTS18","ENSP00000392540"
"ADAMTS18","ENSP00000457395"
"CMSS1","ENSP00000410396"
"CMSS1","ENSP00000418855"
"CMSS1","ENSP00000418609"
"CMSS1","ENSP00000419161"
"CMSS1","ENSP00000417293"
"CMSS1","ENSP00000418762"
"COTL1","ENSP00000262428"
"COTL1","ENSP00000457033"
"COTL1","ENSP00000480117"
"ACSS3","ENSP00000447748"
"ACSS3","ENSP00000449535"
"ACSS3","ENSP00000261206"
"ACSS3","ENSP00000449507"
"APOBEC3D","ENSP00000388017"
"APOBEC3D","ENSP00000216099"
"APOBEC3D","ENSP00000480718"
"COPRS","ENSP00000304327"
"COPRS","ENSP00000367901"
"COPRS","ENSP00000464423"
"COPRS","ENSP00000464429"
"COPRS","ENSP00000464425"
"CALHM6","ENSP00000357595"
"CALHM6","ENSP00000357594"
"CALHM6","ENSP00000357593"
"CES5A","ENSP00000487919"
"CES5A","ENSP00000460799"
"CES5A","ENSP00000461336"
"CES5A","ENSP00000461519"
"CES5A","ENSP00000459314"
"CES5A","ENSP00000458678"
"CES5A","ENSP00000460847"
"CES5A","ENSP00000460292"
"DNAJA3","ENSP00000477570"
"DNAJA3","ENSP00000479815"
"DNAJA3","ENSP00000488175"
"DNAJA3","ENSP00000488665"
"DNAJA3","ENSP00000480419"
"DNAJA3","ENSP00000487896"
"AOC3","ENSP00000312326"
"AOC3","ENSP00000464787"
"AOC3","ENSP00000465913"
"AOC3","ENSP00000468632"
"AOC3","ENSP00000468043"
"AOC3","ENSP00000477686"
"AOC3","ENSP00000484312"
"CPA6","ENSP00000491129"
"CPA6","ENSP00000297770"
"CPA6","ENSP00000419016"
"COL10A1","ENSP00000327368"
"COL10A1","ENSP00000411285"
"COL10A1","ENSP00000392712"
"COL10A1","ENSP00000498802"
"COL10A1","ENSP00000243222"
"CSE1L","ENSP00000379495"
"CSE1L","ENSP00000262982"
"CCDC107","ENSP00000367665"
"CCDC107","ENSP00000414964"
"CCDC107","ENSP00000367662"
"CCDC107","ENSP00000367661"
"CCDC107","ENSP00000330327"
"CCDC107","ENSP00000413003"
"CBLB","ENSP00000377598"
"CBLB","ENSP00000496297"
"CBLB","ENSP00000494383"
"CBLB","ENSP00000496708"
"CBLB","ENSP00000494262"
"CBLB","ENSP00000496761"
"CBLB","ENSP00000496352"
"CBLB","ENSP00000384816"
"CBLB","ENSP00000384938"
"CBLB","ENSP00000400949"
"CBLB","ENSP00000494989"
"CBLB","ENSP00000409750"
"CBLB","ENSP00000393906"
"CBLB","ENSP00000495754"
"AMOTL1","ENSP00000299004"
"AMOTL1","ENSP00000320968"
"AMOTL1","ENSP00000387739"
"ASCC3","ENSP00000358159"
"ASCC3","ENSP00000320252"
"ASCC3","ENSP00000430769"
"ASCC3","ENSP00000320777"
"ASCC3","ENSP00000358139"
"ARHGEF39","ENSP00000436756"
"ARHGEF39","ENSP00000436519"
"ARHGEF39","ENSP00000367638"
"CRKL","ENSP00000346300"
"CRKL","ENSP00000396646"
"ELAPOR2","ENSP00000413445"
"ELAPOR2","ENSP00000397377"
"ELAPOR2","ENSP00000378203"
"ELAPOR2","ENSP00000402390"
"ELAPOR2","ENSP00000406961"
"ELAPOR2","ENSP00000387496"
"ELAPOR2","ENSP00000381325"
"ELAPOR2","ENSP00000410045"
"C16orf74","ENSP00000473398"
"C16orf74","ENSP00000473536"
"C16orf74","ENSP00000473306"
"C16orf74","ENSP00000284245"
"C16orf74","ENSP00000473676"
"C16orf74","ENSP00000473366"
"CEP295","ENSP00000316681"
"CEP295","ENSP00000433794"
"CEP295","ENSP00000437323"
"CEP295","ENSP00000431853"
"CEP295","ENSP00000433650"
"CEP295","ENSP00000433198"
"CDX2","ENSP00000370408"
"CDYL2","ENSP00000476295"
"CDYL2","ENSP00000454546"
"CDYL2","ENSP00000455111"
"CDYL2","ENSP00000456934"
"CES1","ENSP00000456356"
"CES1","ENSP00000460045"
"CES1","ENSP00000458586"
"CES1","ENSP00000461208"
"CES1","ENSP00000458773"
"CES1","ENSP00000459806"
"APOL4","ENSP00000507418"
"APOL4","ENSP00000432133"
"APOL4","ENSP00000506782"
"APOL4","ENSP00000409085"
"APOL4","ENSP00000338260"
"APOL4","ENSP00000483497"
"APOL4","ENSP00000333229"
"APOL4","ENSP00000395548"
"APOL4","ENSP00000380445"
"APOL4","ENSP00000393096"
"C1QTNF9B","ENSP00000371572"
"C1QTNF9B","ENSP00000371580"
"C1QTNF9B","ENSP00000518885"
"DSEL","ENSP00000310565"
"ATP7B","ENSP00000518961"
"ATP7B","ENSP00000242839"
"ATP7B","ENSP00000501045"
"ATP7B","ENSP00000518962"
"ATP7B","ENSP00000500964"
"ATP7B","ENSP00000416738"
"ATP7B","ENSP00000489512"
"ATP7B","ENSP00000383221"
"ATP7B","ENSP00000489398"
"ATP7B","ENSP00000501168"
"ATP7B","ENSP00000489234"
"ATP7B","ENSP00000393343"
"ATP7B","ENSP00000383217"
"C4orf33","ENSP00000281146"
"C4orf33","ENSP00000427406"
"C4orf33","ENSP00000427096"
"C4orf33","ENSP00000427431"
"C4orf33","ENSP00000401090"
"AQP11","ENSP00000318770"
"CORO7","ENSP00000482646"
"CORO7","ENSP00000488061"
"CORO7","ENSP00000483187"
"CORO7","ENSP00000488867"
"CORO7","ENSP00000487652"
"CORO7","ENSP00000488658"
"CORO7","ENSP00000488416"
"CORO7","ENSP00000487794"
"CORO7","ENSP00000488164"
"CORO7","ENSP00000488426"
"CORO7","ENSP00000487981"
"CORO7","ENSP00000487636"
"CORO7","ENSP00000488553"
"CORO7","ENSP00000488375"
"CORO7","ENSP00000488250"
"CORO7","ENSP00000488122"
"CORO7","ENSP00000487921"
"CORO7","ENSP00000488149"
"CORO7","ENSP00000488278"
"CORO7","ENSP00000488425"
"CORO7","ENSP00000488571"
"AGO4","ENSP00000362306"
"DDIT4L","ENSP00000354830"
"DDIT4L","ENSP00000427301"
"DDIT4L","ENSP00000427040"
"CECR2","ENSP00000383428"
"CECR2","ENSP00000262608"
"CECR2","ENSP00000341219"
"CECR2","ENSP00000477529"
"CECR2","ENSP00000347357"
"CREB3","ENSP00000342136"
"CPLANE2","ENSP00000364749"
"CPLANE2","ENSP00000406390"
"CASZ1","ENSP00000366221"
"CASZ1","ENSP00000467769"
"CASZ1","ENSP00000339445"
"AIFM3","ENSP00000382120"
"AIFM3","ENSP00000382116"
"AIFM3","ENSP00000412973"
"AIFM3","ENSP00000402067"
"AIFM3","ENSP00000399657"
"AIFM3","ENSP00000406989"
"AIFM3","ENSP00000507958"
"AIFM3","ENSP00000390798"
"AIFM3","ENSP00000385800"
"ADAM10","ENSP00000260408"
"ADAM10","ENSP00000386056"
"ADAM10","ENSP00000452639"
"ADAM10","ENSP00000456542"
"ADAM10","ENSP00000453952"
"ADAM10","ENSP00000391930"
"ADAM10","ENSP00000452704"
"ADAM10","ENSP00000481779"
"CMTR2","ENSP00000518717"
"CMTR2","ENSP00000518719"
"CMTR2","ENSP00000518718"
"CMTR2","ENSP00000518716"
"CALB2","ENSP00000489007"
"CALB2","ENSP00000488916"
"CALB2","ENSP00000489176"
"CALB2","ENSP00000489458"
"CHST8","ENSP00000467012"
"CHST8","ENSP00000393879"
"CHST8","ENSP00000262622"
"CHST8","ENSP00000499084"
"CHST8","ENSP00000392604"
"ARHGAP24","ENSP00000378611"
"ARHGAP24","ENSP00000423206"
"ARHGAP24","ENSP00000426105"
"ARHGAP24","ENSP00000378610"
"ARHGAP24","ENSP00000424256"
"ARHGAP24","ENSP00000425589"
"ARHGAP24","ENSP00000264343"
"BECN1","ENSP00000355231"
"BECN1","ENSP00000465364"
"BECN1","ENSP00000468597"
"BECN1","ENSP00000416173"
"BECN1","ENSP00000466419"
"BECN1","ENSP00000468104"
"BECN1","ENSP00000465964"
"BECN1","ENSP00000466281"
"BECN1","ENSP00000468461"
"BECN1","ENSP00000466766"
"BECN1","ENSP00000465658"
"BECN1","ENSP00000467937"
"BECN1","ENSP00000479791"
"EBP","ENSP00000417052"
"EBP","ENSP00000390031"
"EBP","ENSP00000405832"
"ALCAM","ENSP00000305988"
"ALCAM","ENSP00000419236"
"ALCAM","ENSP00000418213"
"ALCAM","ENSP00000418937"
"EFHC1","ENSP00000489921"
"EFHC1","ENSP00000489765"
"EFHC1","ENSP00000489708"
"EFHC1","ENSP00000489998"
"EFHC1","ENSP00000360107"
"EFHC1","ENSP00000490567"
"EFHC1","ENSP00000489866"
"EFHC1","ENSP00000489854"
"EFHC1","ENSP00000490441"
"EFHC1","ENSP00000434498"
"EFHC1","ENSP00000489700"
"EFHC1","ENSP00000490859"
"EFHC1","ENSP00000489680"
"EFHC1","ENSP00000489623"
"EFHC1","ENSP00000489852"
"EFHC1","ENSP00000490256"
"EFHC1","ENSP00000490074"
"EFHC1","ENSP00000490622"
"EFHC1","ENSP00000489966"
"EFHC1","ENSP00000490602"
"EFHC1","ENSP00000490711"
"EFHC1","ENSP00000489654"
"EFHC1","ENSP00000490193"
"EFHC1","ENSP00000490348"
"EFHC1","ENSP00000444521"
"ASB9","ENSP00000473542"
"ASB9","ENSP00000369850"
"ASB9","ENSP00000369852"
"ASB9","ENSP00000369855"
"ASB9","ENSP00000438943"
"COL9A3","ENSP00000496793"
"COL9A3","ENSP00000394280"
"CLDN9","ENSP00000398017"
"CLDN6","ENSP00000328674"
"CLDN6","ENSP00000380131"
"CLDN6","ENSP00000458783"
"CEP20","ENSP00000481290"
"CEP20","ENSP00000488488"
"CEP20","ENSP00000488765"
"CEP20","ENSP00000488284"
"CEP20","ENSP00000488552"
"CEP20","ENSP00000487858"
"CEP20","ENSP00000488499"
"CEP20","ENSP00000488051"
"CEP20","ENSP00000488883"
"CTRB1","ENSP00000495772"
"CTRB1","ENSP00000493584"
"ARHGAP42","ENSP00000431776"
"ARHGAP42","ENSP00000434304"
"ARHGAP42","ENSP00000435961"
"ARHGAP42","ENSP00000298815"
"ARHGAP42","ENSP00000303999"
"CABLES1","ENSP00000383321"
"CABLES1","ENSP00000464435"
"CABLES1","ENSP00000461994"
"CABLES1","ENSP00000256925"
"CABLES1","ENSP00000476575"
"CABLES1","ENSP00000413851"
"DMKN","ENSP00000386225"
"DMKN","ENSP00000473734"
"DMKN","ENSP00000388378"
"DMKN","ENSP00000384509"
"DMKN","ENSP00000470881"
"DMKN","ENSP00000342012"
"DMKN","ENSP00000470033"
"DMKN","ENSP00000470425"
"DMKN","ENSP00000412075"
"DMKN","ENSP00000470510"
"DMKN","ENSP00000392222"
"DMKN","ENSP00000472349"
"DMKN","ENSP00000471112"
"DMKN","ENSP00000405503"
"DMKN","ENSP00000391036"
"DMKN","ENSP00000406864"
"DMKN","ENSP00000474491"
"DMKN","ENSP00000473341"
"DMKN","ENSP00000471968"
"DMKN","ENSP00000471487"
"DMKN","ENSP00000473526"
"DMKN","ENSP00000474419"
"DMKN","ENSP00000471288"
"DMKN","ENSP00000468987"
"DMKN","ENSP00000472127"
"DMKN","ENSP00000471670"
"DMKN","ENSP00000471451"
"DMKN","ENSP00000468840"
"DMKN","ENSP00000469845"
"DMKN","ENSP00000469824"
"DMKN","ENSP00000473296"
"DMKN","ENSP00000472344"
"DMKN","ENSP00000469923"
"DMKN","ENSP00000474995"
"DMKN","ENSP00000476043"
"DMKN","ENSP00000474123"
"DMKN","ENSP00000473191"
"DMKN","ENSP00000472262"
"DMKN","ENSP00000470775"
"DMKN","ENSP00000474098"
"DMKN","ENSP00000394908"
"DMKN","ENSP00000376042"
"DMKN","ENSP00000403957"
"DMKN","ENSP00000414743"
"DMKN","ENSP00000388404"
"DMKN","ENSP00000409513"
"DMKN","ENSP00000397005"
"CHRNA7","ENSP00000488147"
"CHRNA7","ENSP00000494974"
"ASAP1","ENSP00000429391"
"ASAP1","ENSP00000428463"
"ASAP1","ENSP00000429900"
"ASAP1","ENSP00000429829"
"ASAP1","ENSP00000428936"
"ASAP1","ENSP00000428629"
"ASAP1","ENSP00000429614"
"ASAP1","ENSP00000430917"
"ASAP1","ENSP00000350297"
"BIN2","ENSP00000474972"
"BIN2","ENSP00000410217"
"BIN2","ENSP00000483983"
"BIN2","ENSP00000445874"
"BIN2","ENSP00000474425"
"EIF4E3","ENSP00000393324"
"EIF4E3","ENSP00000295612"
"EIF4E3","ENSP00000411762"
"EIF4E3","ENSP00000418211"
"EIF4E3","ENSP00000417889"
"EIF4E3","ENSP00000419421"
"EIF4E3","ENSP00000410350"
"EIF4E3","ENSP00000374476"
"B4GALT6","ENSP00000306459"
"B4GALT6","ENSP00000237019"
"B4GALT6","ENSP00000372613"
"B4GALT6","ENSP00000463961"
"DECR2","ENSP00000481547"
"DECR2","ENSP00000487756"
"DECR2","ENSP00000488732"
"DECR2","ENSP00000488619"
"DECR2","ENSP00000488824"
"DECR2","ENSP00000488728"
"DECR2","ENSP00000487969"
"DECR2","ENSP00000487820"
"DECR2","ENSP00000487947"
"DECR2","ENSP00000488844"
"DECR2","ENSP00000486679"
"BICDL2","ENSP00000459043"
"BICDL2","ENSP00000461724"
"BICDL2","ENSP00000493502"
"BICDL2","ENSP00000373998"
"ANXA4","ENSP00000386756"
"ANXA4","ENSP00000377833"
"ANXA4","ENSP00000489316"
"ANXA4","ENSP00000489490"
"ANXA4","ENSP00000489464"
"CLCN4","ENSP00000370213"
"CLCN4","ENSP00000370209"
"CLCN4","ENSP00000405754"
"CLCN4","ENSP00000502110"
"CLCN4","ENSP00000501600"
"CLCN4","ENSP00000501922"
"CLCN4","ENSP00000403064"
"ELOA2","ENSP00000331302"
"DIDO1","ENSP00000266070"
"DIDO1","ENSP00000378752"
"DIDO1","ENSP00000378749"
"DIDO1","ENSP00000359397"
"DIDO1","ENSP00000359394"
"DIDO1","ENSP00000346692"
"DIDO1","ENSP00000359391"
"ATP5MJ","ENSP00000286953"
"ATP5MJ","ENSP00000452133"
"ATP5MJ","ENSP00000452186"
"ATP5MJ","ENSP00000401770"
"ATP5MJ","ENSP00000452462"
"ATP5MJ","ENSP00000450894"
"ATP5MJ","ENSP00000451500"
"BHLHE22","ENSP00000318799"
"DHRS2","ENSP00000401213"
"DHRS2","ENSP00000250383"
"DHRS2","ENSP00000344674"
"DHRS2","ENSP00000481607"
"DHRS2","ENSP00000451895"
"DHRS2","ENSP00000451485"
"BRCA2","ENSP00000439902"
"BRCA2","ENSP00000518980"
"BRCA2","ENSP00000518981"
"BRCA2","ENSP00000499438"
"BRCA2","ENSP00000499256"
"BRCA2","ENSP00000433168"
"BRCA2","ENSP00000499570"
"BRCA2","ENSP00000514856"
"BRCA2","ENSP00000434898"
"BRCA2","ENSP00000369497"
"BRCA2","ENSP00000518982"
"BRCA2","ENSP00000518983"
"BRCA2","ENSP00000514855"
"BRCA2","ENSP00000505508"
"BRCA2","ENSP00000506251"
"DUSP9","ENSP00000359186"
"DUSP9","ENSP00000345853"
"ENTPD8","ENSP00000360561"
"ENTPD8","ENSP00000344089"
"ENTPD8","ENSP00000420099"
"BTG1","ENSP00000256015"
"CASC3","ENSP00000264645"
"CASC3","ENSP00000467654"
"CASC3","ENSP00000462713"
"CASC3","ENSP00000464626"
"CPSF6","ENSP00000391774"
"CPSF6","ENSP00000446670"
"CPSF6","ENSP00000391437"
"CPSF6","ENSP00000497420"
"CPSF6","ENSP00000266679"
"CPSF6","ENSP00000450206"
"CENPB","ENSP00000369075"
"AP5S1","ENSP00000246041"
"AP5S1","ENSP00000368892"
"AP5S1","ENSP00000368886"
"AP5S1","ENSP00000405487"
"AP5S1","ENSP00000481750"
"DPH7","ENSP00000277540"
"C1orf216","ENSP00000425166"
"COX7A2L","ENSP00000429237"
"COX7A2L","ENSP00000367938"
"COX7A2L","ENSP00000428873"
"COX7A2L","ENSP00000431039"
"COX7A2L","ENSP00000234301"
"ACTL8","ENSP00000364555"
"ACTL8","ENSP00000481590"
"EPB41L1","ENSP00000202028"
"EPB41L1","ENSP00000393106"
"EPB41L1","ENSP00000385244"
"EPB41L1","ENSP00000404341"
"EPB41L1","ENSP00000363061"
"EPB41L1","ENSP00000363057"
"EPB41L1","ENSP00000399214"
"EPB41L1","ENSP00000487049"
"EPB41L1","ENSP00000413262"
"EPB41L1","ENSP00000396366"
"EPB41L1","ENSP00000408877"
"EPB41L1","ENSP00000337168"
"EPB41L1","ENSP00000489867"
"EPB41L1","ENSP00000363056"
"EPB41L1","ENSP00000363052"
"EPB41L1","ENSP00000406464"
"EPB41L1","ENSP00000388281"
"EPB41L1","ENSP00000390262"
"COL4A1","ENSP00000364979"
"COL4A1","ENSP00000519605"
"COL4A1","ENSP00000519606"
"COL4A1","ENSP00000519607"
"COL4A1","ENSP00000478222"
"COL4A1","ENSP00000497477"
"COL4A1","ENSP00000443348"
"COL4A1","ENSP00000497756"
"COL4A1","ENSP00000497533"
"COL4A1","ENSP00000497355"
"COL4A1","ENSP00000498030"
"COL4A1","ENSP00000498007"
"COL4A1","ENSP00000498187"
"COL4A1","ENSP00000497713"
"DPPA2","ENSP00000417710"
"ASNS","ENSP00000377846"
"ASNS","ENSP00000401651"
"ASNS","ENSP00000414379"
"ASNS","ENSP00000377845"
"ASNS","ENSP00000414901"
"ASNS","ENSP00000408472"
"ASNS","ENSP00000406994"
"ASNS","ENSP00000400422"
"ASNS","ENSP00000394242"
"ASNS","ENSP00000402350"
"ASNS","ENSP00000408797"
"ASNS","ENSP00000397802"
"ASNS","ENSP00000413797"
"ASNS","ENSP00000175506"
"ARRDC1","ENSP00000360475"
"ARRDC1","ENSP00000406247"
"ARRDC1","ENSP00000435996"
"ARRDC1","ENSP00000406833"
"AOC2","ENSP00000253799"
"AOC2","ENSP00000406134"
"ADNP2","ENSP00000262198"
"ADNP2","ENSP00000453418"
"ADNP2","ENSP00000453275"
"ADNP2","ENSP00000468397"
"ADNP2","ENSP00000467370"
"C16orf90","ENSP00000382553"
"C16orf90","ENSP00000401335"
"CLUAP1","ENSP00000460977"
"CLUAP1","ENSP00000458886"
"CLUAP1","ENSP00000459602"
"CLUAP1","ENSP00000460850"
"CLUAP1","ENSP00000459399"
"CLUAP1","ENSP00000344392"
"CLUAP1","ENSP00000460706"
"CLUAP1","ENSP00000461063"
"CLUAP1","ENSP00000460889"
"CLUAP1","ENSP00000458513"
"CLUAP1","ENSP00000458180"
"ANKRD40","ENSP00000285243"
"ANKRD40","ENSP00000468442"
"CHKB","ENSP00000384400"
"CDCP1","ENSP00000296129"
"CDCP1","ENSP00000399342"
"BCAP31","ENSP00000392330"
"BCAP31","ENSP00000343458"
"BCAP31","ENSP00000494052"
"BCAP31","ENSP00000494936"
"BCAP31","ENSP00000499882"
"BCAP31","ENSP00000400345"
"BCAP31","ENSP00000409888"
"BCAP31","ENSP00000394270"
"BCAP31","ENSP00000389740"
"BCAP31","ENSP00000402342"
"DMRT1","ENSP00000371711"
"DMRT1","ENSP00000454701"
"DMRT3","ENSP00000190165"
"DMRT3","ENSP00000387472"
"BMERB1","ENSP00000483858"
"BMERB1","ENSP00000488650"
"BMERB1","ENSP00000487963"
"BMERB1","ENSP00000477880"
"BMERB1","ENSP00000487632"
"BMERB1","ENSP00000488232"
"BMERB1","ENSP00000488214"
"CCL4","ENSP00000479974"
"CCL4","ENSP00000478708"
"BFAR","ENSP00000478190"
"BFAR","ENSP00000487878"
"BFAR","ENSP00000488076"
"BFAR","ENSP00000487995"
"BFAR","ENSP00000488837"
"BFAR","ENSP00000488143"
"BFAR","ENSP00000488487"
"BFAR","ENSP00000488540"
"BFAR","ENSP00000488492"
"ABCD1","ENSP00000218104"
"ABCD1","ENSP00000359147"
"ADCYAP1","ENSP00000411658"
"ADCYAP1","ENSP00000462647"
"ACOX2","ENSP00000418562"
"ACOX2","ENSP00000307697"
"ACOX2","ENSP00000417877"
"ACOX2","ENSP00000418515"
"ACOX2","ENSP00000419133"
"ACOX2","ENSP00000419927"
"ARSA","ENSP00000477013"
"ARSA","ENSP00000216124"
"ARSA","ENSP00000348406"
"ARSA","ENSP00000378983"
"ARSA","ENSP00000412542"
"ARSA","ENSP00000378981"
"ELAC1","ENSP00000467389"
"ELAC1","ENSP00000269466"
"ELAC1","ENSP00000464770"
"ABCC3","ENSP00000422786"
"ABCC3","ENSP00000425697"
"ABCC3","ENSP00000395160"
"ABCC3","ENSP00000285238"
"ABCC3","ENSP00000427073"
"ABCC3","ENSP00000427521"
"ABCC3","ENSP00000424981"
"ABCC3","ENSP00000422058"
"ABCC3","ENSP00000421755"
"ATRNL1","ENSP00000483722"
"ATRNL1","ENSP00000476902"
"ATRNL1","ENSP00000431423"
"ATRNL1","ENSP00000473412"
"ATRNL1","ENSP00000347152"
"ATRNL1","ENSP00000497485"
"ATRNL1","ENSP00000434118"
"ALDH1A3","ENSP00000452789"
