"hgnc_symbol","ensembl_peptide_id"
"PDE4DIP","ENSP00000479409"
"PDE4DIP","ENSP00000512175"
"PDE4DIP","ENSP00000437202"
"PDE4DIP","ENSP00000480590"
"PDE4DIP","ENSP00000480290"
"PDE4DIP","ENSP00000484652"
"PDE4DIP","ENSP00000483081"
"PDE4DIP","ENSP00000480245"
"PDE4DIP","ENSP00000483413"
"PDE4DIP","ENSP00000435920"
"PDE4DIP","ENSP00000431777"
"PDE4DIP","ENSP00000358363"
"PDE4DIP","ENSP00000435483"
"PDE4DIP","ENSP00000358360"
"PDE4DIP","ENSP00000358353"
"PDE4DIP","ENSP00000358355"
"PDE4DIP","ENSP00000358357"
"PDE4DIP","ENSP00000436791"
"PDE4DIP","ENSP00000516056"
"PDE4DIP","ENSP00000316434"
"PDE4DIP","ENSP00000433392"
"PDE4DIP","ENSP00000436694"
"PDE4DIP","ENSP00000431596"
"PDE4DIP","ENSP00000432498"
"NBPF1","ENSP00000474456"
"NBPF1","ENSP00000473795"
